event_id,user_id,region,category,amount,ts
2298,1029,us-east,subscription,148.57,1700002298
2299,1675,us-west,compute,20.46,1700002299
2300,3827,eu-central,subscription,180.7,1700002300
2301,2007,ap-south,subscription,151.86,1700002301
2302,2484,eu-central,compute,112.62,1700002302
2303,1650,eu-central,storage,20.92,1700002303
2304,2946,ap-south,storage,42.77,1700002304
2305,3616,ap-south,compute,152.74,1700002305
2306,3551,us-west,storage,5.93,1700002306
2307,3125,ap-south,ads,189.96,1700002307
2308,2460,ap-northeast,compute,39.05,1700002308
2309,1440,eu-central,storage,116.45,1700002309
2310,3716,eu-central,storage,140.97,1700002310
2311,3940,us-east,marketplace,35.03,1700002311
2312,3845,us-west,subscription,229.12,1700002312
2313,35,us-east,compute,182.86,1700002313
2314,3066,ap-south,storage,231.5,1700002314
2315,3233,eu-central,storage,122.9,1700002315
2316,4820,us-east,storage,221.36,1700002316
2317,1020,ap-south,compute,41.43,1700002317
2318,3575,eu-central,marketplace,127.89,1700002318
2319,4003,eu-central,ads,163.08,1700002319
2320,3474,us-west,subscription,119.95,1700002320
2321,2961,us-east,subscription,66.07,1700002321
2322,3732,us-west,marketplace,62.61,1700002322
2323,4738,us-west,ads,30.07,1700002323
2324,757,ap-south,storage,176.81,1700002324
2325,659,ap-northeast,subscription,219.13,1700002325
2326,1359,ap-south,marketplace,173.27,1700002326
2327,4102,ap-northeast,storage,146.93,1700002327
2328,3372,us-east,ads,159.41,1700002328
2329,2822,us-west,marketplace,187.43,1700002329
2330,3261,eu-central,ads,246.77,1700002330
2331,4029,us-east,ads,18.39,1700002331
2332,3423,ap-northeast,storage,163.98,1700002332
2333,3531,us-west,subscription,94.29,1700002333
2334,1101,us-west,storage,46.31,1700002334
2335,904,ap-south,compute,203.78,1700002335
2336,1521,us-west,ads,187.73,1700002336
2337,1572,eu-central,storage,110.74,1700002337
2338,895,us-west,ads,73.99,1700002338
2339,3095,us-east,marketplace,17.0,1700002339
2340,244,ap-northeast,subscription,120.0,1700002340
2341,826,us-east,ads,67.25,1700002341
2342,60,ap-northeast,ads,25.11,1700002342
2343,4279,us-east,storage,151.14,1700002343
2344,2178,ap-south,storage,189.47,1700002344
2345,4952,ap-south,marketplace,93.33,1700002345
2346,2811,eu-central,subscription,235.31,1700002346
2347,3265,ap-south,compute,15.25,1700002347
2348,2917,eu-central,ads,1.77,1700002348
2349,3292,us-west,ads,150.88,1700002349
2350,4347,eu-central,subscription,92.74,1700002350
2351,3893,ap-northeast,storage,165.4,1700002351
2352,26,eu-central,ads,158.81,1700002352
2353,375,eu-central,storage,59.16,1700002353
2354,3970,ap-south,compute,198.7,1700002354
2355,2854,ap-south,storage,246.73,1700002355
2356,823,ap-south,marketplace,152.19,1700002356
2357,1173,ap-northeast,compute,196.43,1700002357
2358,4134,us-east,subscription,124.98,1700002358
2359,714,eu-central,compute,246.82,1700002359
2360,3825,us-west,storage,238.81,1700002360
2361,3950,ap-northeast,subscription,61.6,1700002361
2362,1397,us-east,ads,109.29,1700002362
2363,240,us-west,marketplace,225.76,1700002363
2364,2297,us-west,marketplace,166.82,1700002364
2365,1009,us-west,compute,158.75,1700002365
2366,4031,us-east,marketplace,218.11,1700002366
2367,4719,ap-northeast,ads,161.35,1700002367
2368,3089,ap-south,compute,241.6,1700002368
2369,3580,us-west,subscription,65.51,1700002369
2370,2384,us-east,ads,23.2,1700002370
2371,4852,us-west,ads,143.64,1700002371
2372,1044,eu-central,storage,144.65,1700002372
2373,14,eu-central,ads,147.92,1700002373
2374,1556,ap-south,storage,80.59,1700002374
2375,2991,us-west,compute,166.27,1700002375
2376,4840,us-west,ads,99.43,1700002376
2377,4410,ap-south,marketplace,37.03,1700002377
2378,2432,us-west,storage,170.32,1700002378
2379,1208,ap-northeast,marketplace,37.32,1700002379
2380,282,ap-northeast,marketplace,77.91,1700002380
2381,1012,eu-central,compute,120.09,1700002381
2382,1768,ap-south,marketplace,176.33,1700002382
2383,3086,us-east,marketplace,39.02,1700002383
2384,1726,us-west,ads,230.87,1700002384
2385,1467,ap-south,storage,75.48,1700002385
2386,1305,us-east,compute,98.68,1700002386
2387,3461,ap-south,marketplace,189.67,1700002387
2388,3204,us-east,compute,181.96,1700002388
2389,2314,us-west,compute,99.05,1700002389
2390,1073,eu-central,compute,216.6,1700002390
2391,444,eu-central,storage,164.0,1700002391
2392,4729,us-west,storage,174.29,1700002392
2393,2385,us-west,subscription,55.32,1700002393
2394,1603,us-east,marketplace,181.76,1700002394
2395,4716,us-east,subscription,94.76,1700002395
2396,3499,us-west,ads,24.92,1700002396
2397,3882,us-west,ads,30.22,1700002397
2398,4223,eu-central,compute,109.02,1700002398
2399,1218,ap-south,subscription,9.46,1700002399
2400,1974,ap-south,storage,76.37,1700002400
2401,4884,us-west,storage,194.19,1700002401
2402,735,ap-south,storage,69.53,1700002402
2403,3647,eu-central,ads,30.88,1700002403
2404,677,us-east,storage,160.71,1700002404
2405,4176,us-west,ads,147.13,1700002405
2406,4691,ap-south,marketplace,173.74,1700002406
2407,775,ap-northeast,subscription,96.61,1700002407
2408,3553,eu-central,compute,32.18,1700002408
2409,2665,us-east,compute,47.04,1700002409
2410,162,ap-south,compute,204.55,1700002410
2411,4343,ap-south,ads,130.21,1700002411
2412,4791,ap-northeast,ads,188.62,1700002412
2413,1700,us-east,subscription,215.64,1700002413
2414,1475,us-east,compute,112.36,1700002414
2415,2575,us-east,ads,33.08,1700002415
2416,1690,us-west,ads,141.06,1700002416
2417,287,us-east,ads,127.03,1700002417
2418,2979,ap-northeast,subscription,106.34,1700002418
2419,1,us-west,marketplace,12.5,1700002419
2420,4256,eu-central,compute,111.79,1700002420
2421,4728,ap-south,marketplace,131.14,1700002421
2422,2885,ap-northeast,compute,128.14,1700002422
2423,812,us-east,subscription,10.15,1700002423
2424,1161,eu-central,subscription,239.4,1700002424
2425,4933,ap-northeast,subscription,148.35,1700002425
2426,2273,us-west,compute,106.08,1700002426
2427,4505,eu-central,marketplace,96.06,1700002427
2428,1338,ap-south,storage,21.73,1700002428
2429,2083,ap-south,subscription,134.44,1700002429
2430,579,eu-central,subscription,178.9,1700002430
2431,4618,ap-northeast,compute,41.85,1700002431
2432,1258,eu-central,storage,95.36,1700002432
2433,4945,us-west,ads,68.26,1700002433
2434,4354,us-east,compute,102.29,1700002434
2435,2699,us-east,marketplace,227.4,1700002435
2436,2239,us-west,subscription,69.14,1700002436
2437,803,ap-south,subscription,95.28,1700002437
2438,861,us-east,subscription,132.09,1700002438
2439,2512,ap-northeast,storage,24.79,1700002439
2440,2859,ap-northeast,marketplace,138.33,1700002440
2441,4977,us-east,ads,43.52,1700002441
2442,3192,us-west,marketplace,201.72,1700002442
2443,4356,ap-northeast,compute,220.62,1700002443
2444,3299,ap-south,compute,32.77,1700002444
2445,78,ap-northeast,subscription,164.73,1700002445
2446,1169,ap-south,compute,184.12,1700002446
2447,434,eu-central,subscription,169.88,1700002447
2448,3427,ap-south,subscription,110.3,1700002448
2449,2900,ap-south,compute,72.42,1700002449
2450,3505,ap-northeast,subscription,76.99,1700002450
2451,713,eu-central,storage,192.87,1700002451
2452,739,us-east,ads,182.76,1700002452
2453,768,us-west,compute,15.3,1700002453
2454,2342,ap-northeast,storage,202.28,1700002454
2455,88,ap-south,compute,233.18,1700002455
2456,1118,ap-south,storage,129.24,1700002456
2457,4362,us-east,storage,4.46,1700002457
2458,1558,us-east,storage,175.95,1700002458
2459,2827,us-west,compute,171.34,1700002459
2460,347,ap-northeast,storage,241.2,1700002460
2461,4289,us-west,subscription,19.71,1700002461
2462,1093,ap-northeast,marketplace,238.17,1700002462
2463,3463,ap-south,storage,43.45,1700002463
2464,928,eu-central,subscription,208.1,1700002464
2465,966,eu-central,marketplace,121.3,1700002465
2466,2169,us-west,ads,184.77,1700002466
2467,4660,ap-south,subscription,230.84,1700002467
2468,4224,us-east,storage,223.23,1700002468
2469,4000,us-east,marketplace,2.47,1700002469
2470,3772,eu-central,marketplace,89.12,1700002470
2471,43,eu-central,subscription,101.11,1700002471
2472,73,us-east,storage,123.52,1700002472
2473,695,ap-northeast,compute,224.73,1700002473
2474,3365,us-east,storage,2.72,1700002474
2475,2050,us-west,storage,99.44,1700002475
2476,2452,eu-central,storage,223.16,1700002476
2477,4395,eu-central,ads,247.35,1700002477
2478,3600,us-west,subscription,89.08,1700002478
2479,3556,us-east,marketplace,221.01,1700002479
2480,1626,us-east,subscription,71.94,1700002480
2481,1096,ap-south,storage,186.24,1700002481
2482,259,us-west,subscription,237.15,1700002482
2483,2178,us-east,storage,122.78,1700002483
2484,4060,us-west,marketplace,188.02,1700002484
2485,3276,ap-northeast,storage,33.72,1700002485
2486,884,us-east,subscription,39.73,1700002486
2487,4097,us-east,subscription,13.96,1700002487
2488,2803,ap-south,compute,184.62,1700002488
2489,3559,ap-south,marketplace,71.27,1700002489
2490,677,ap-south,subscription,154.79,1700002490
2491,4189,us-west,subscription,71.0,1700002491
2492,943,eu-central,subscription,166.92,1700002492
2493,3516,us-west,storage,176.91,1700002493
2494,845,ap-northeast,compute,46.12,1700002494
2495,4844,us-west,subscription,30.99,1700002495
2496,3288,us-east,marketplace,247.61,1700002496
2497,1198,ap-south,ads,154.5,1700002497
2498,745,us-east,storage,102.42,1700002498
2499,2511,us-west,subscription,84.71,1700002499
2500,3926,us-east,compute,107.34,1700002500
2501,424,eu-central,ads,68.04,1700002501
2502,2299,eu-central,storage,62.5,1700002502
2503,390,us-west,ads,1.13,1700002503
2504,2635,us-west,marketplace,118.54,1700002504
2505,4969,us-east,storage,47.03,1700002505
2506,4025,eu-central,marketplace,76.78,1700002506
2507,794,us-east,compute,192.85,1700002507
2508,1068,eu-central,marketplace,185.58,1700002508
2509,2961,ap-northeast,compute,151.57,1700002509
2510,1952,eu-central,subscription,146.5,1700002510
2511,715,us-east,subscription,157.76,1700002511
2512,4931,us-east,ads,147.05,1700002512
2513,1561,us-west,storage,231.45,1700002513
2514,614,ap-northeast,compute,86.38,1700002514
2515,3885,us-west,compute,180.47,1700002515
2516,359,us-west,subscription,105.13,1700002516
2517,2069,ap-northeast,marketplace,223.83,1700002517
2518,3674,us-east,storage,17.86,1700002518
2519,3433,ap-northeast,compute,197.93,1700002519
2520,1368,ap-northeast,marketplace,174.48,1700002520
2521,1057,eu-central,ads,238.99,1700002521
2522,499,us-west,storage,124.26,1700002522
2523,4362,ap-northeast,ads,42.21,1700002523
2524,4173,ap-south,compute,195.06,1700002524
2525,3284,ap-northeast,marketplace,52.52,1700002525
2526,30,us-west,compute,55.23,1700002526
2527,73,ap-northeast,storage,126.45,1700002527
2528,4302,eu-central,marketplace,213.27,1700002528
2529,2428,eu-central,compute,30.66,1700002529
2530,1835,us-east,compute,60.32,1700002530
2531,321,us-west,marketplace,231.88,1700002531
2532,2216,us-east,subscription,247.39,1700002532
2533,1721,ap-northeast,ads,1.35,1700002533
2534,2847,ap-northeast,marketplace,81.82,1700002534
2535,4500,eu-central,subscription,102.68,1700002535
2536,2416,eu-central,ads,156.86,1700002536
2537,86,eu-central,subscription,182.89,1700002537
2538,2292,us-west,marketplace,242.93,1700002538
2539,4403,ap-northeast,ads,180.93,1700002539
2540,3130,eu-central,compute,138.17,1700002540
2541,3623,us-west,marketplace,67.93,1700002541
2542,4765,ap-south,subscription,112.07,1700002542
2543,3555,eu-central,subscription,225.64,1700002543
2544,768,ap-south,subscription,115.39,1700002544
2545,1443,us-west,compute,123.14,1700002545
2546,1478,eu-central,ads,78.23,1700002546
2547,1456,ap-south,compute,47.77,1700002547
2548,1176,us-east,storage,62.07,1700002548
2549,3298,us-east,compute,35.19,1700002549
2550,97,ap-northeast,ads,95.09,1700002550
2551,170,us-east,ads,191.1,1700002551
2552,359,us-west,subscription,192.76,1700002552
2553,2193,us-west,compute,4.36,1700002553
2554,77,us-east,compute,184.3,1700002554
2555,2773,us-east,subscription,35.67,1700002555
2556,4611,ap-south,subscription,77.54,1700002556
2557,3924,us-west,subscription,14.91,1700002557
2558,2192,ap-northeast,ads,6.28,1700002558
2559,365,us-east,compute,74.89,1700002559
2560,4191,ap-south,subscription,1.3,1700002560
2561,1838,us-east,subscription,107.36,1700002561
2562,1208,eu-central,marketplace,57.25,1700002562
2563,3152,us-east,storage,43.22,1700002563
2564,903,us-west,ads,239.16,1700002564
2565,2309,eu-central,ads,154.31,1700002565
2566,970,eu-central,ads,224.0,1700002566
2567,4953,us-west,subscription,107.73,1700002567
2568,2744,ap-northeast,subscription,170.18,1700002568
2569,1231,eu-central,compute,204.57,1700002569
2570,2854,us-east,marketplace,229.14,1700002570
2571,3024,eu-central,ads,197.43,1700002571
2572,1218,us-west,marketplace,37.8,1700002572
2573,3660,ap-south,ads,29.18,1700002573
2574,3502,eu-central,subscription,23.52,1700002574
2575,1045,us-west,storage,88.8,1700002575
2576,4049,ap-south,storage,173.66,1700002576
2577,3392,ap-northeast,marketplace,35.42,1700002577
2578,2015,ap-south,storage,137.79,1700002578
2579,4414,ap-northeast,storage,133.59,1700002579
2580,1886,ap-south,ads,145.66,1700002580
2581,3456,ap-northeast,compute,194.37,1700002581
2582,1797,us-east,subscription,91.07,1700002582
2583,1666,us-east,marketplace,140.04,1700002583
2584,1095,us-east,ads,227.93,1700002584
2585,2957,us-west,marketplace,115.64,1700002585
2586,4518,ap-south,subscription,53.47,1700002586
2587,1840,us-east,subscription,30.19,1700002587
2588,1173,ap-south,ads,174.33,1700002588
2589,3480,eu-central,ads,175.65,1700002589
2590,4765,us-east,storage,209.52,1700002590
2591,1296,us-east,subscription,91.95,1700002591
2592,648,us-west,ads,4.11,1700002592
2593,3412,us-west,subscription,117.97,1700002593
2594,1148,ap-northeast,marketplace,118.08,1700002594
2595,2764,ap-south,ads,72.41,1700002595
2596,1278,us-east,ads,151.44,1700002596
2597,1422,ap-northeast,subscription,3.71,1700002597
2598,3471,ap-south,compute,178.14,1700002598
2599,2114,ap-northeast,compute,77.2,1700002599
2600,1863,ap-south,subscription,68.69,1700002600
2601,754,ap-northeast,storage,244.5,1700002601
2602,1026,us-west,storage,155.14,1700002602
2603,1794,ap-south,subscription,205.8,1700002603
2604,4582,ap-northeast,ads,204.32,1700002604
2605,3838,ap-south,marketplace,163.52,1700002605
2606,3319,ap-south,subscription,14.61,1700002606
2607,3044,ap-south,subscription,68.21,1700002607
2608,856,us-east,marketplace,151.19,1700002608
2609,2749,us-east,subscription,71.27,1700002609
2610,4437,us-east,ads,53.77,1700002610
2611,90,eu-central,subscription,138.37,1700002611
2612,266,us-west,marketplace,22.17,1700002612
2613,4671,ap-northeast,ads,141.37,1700002613
2614,3964,us-east,ads,79.33,1700002614
2615,2529,us-east,marketplace,188.17,1700002615
2616,3262,ap-northeast,subscription,79.3,1700002616
2617,3201,eu-central,subscription,175.96,1700002617
2618,798,eu-central,storage,224.23,1700002618
2619,4126,us-east,compute,202.07,1700002619
2620,1231,us-east,compute,199.22,1700002620
2621,3908,ap-northeast,ads,73.24,1700002621
2622,1242,ap-south,ads,221.42,1700002622
2623,765,us-west,subscription,202.06,1700002623
2624,1154,us-west,compute,129.56,1700002624
2625,4987,ap-northeast,marketplace,112.42,1700002625
2626,1075,eu-central,marketplace,90.72,1700002626
2627,3530,us-east,storage,60.54,1700002627
2628,4972,us-east,subscription,142.16,1700002628
2629,4076,us-east,ads,36.51,1700002629
2630,2536,ap-northeast,ads,125.23,1700002630
2631,3726,eu-central,subscription,233.58,1700002631
2632,1323,us-east,marketplace,144.55,1700002632
2633,2895,us-east,ads,45.62,1700002633
2634,3775,eu-central,storage,244.64,1700002634
2635,3622,us-west,ads,242.95,1700002635
2636,4000,us-east,marketplace,214.89,1700002636
2637,3285,ap-south,compute,229.37,1700002637
2638,1057,ap-south,marketplace,128.61,1700002638
2639,2570,eu-central,ads,170.87,1700002639
2640,4145,ap-south,marketplace,219.47,1700002640
2641,350,ap-northeast,ads,185.52,1700002641
2642,2006,ap-northeast,ads,39.49,1700002642
2643,863,eu-central,storage,40.39,1700002643
2644,3271,us-east,subscription,97.67,1700002644
2645,3787,us-east,marketplace,117.0,1700002645
2646,4384,ap-south,ads,22.37,1700002646
2647,888,ap-south,storage,50.67,1700002647
2648,2693,us-east,marketplace,86.26,1700002648
2649,4951,ap-south,subscription,175.87,1700002649
2650,3902,us-east,marketplace,114.19,1700002650
2651,4466,us-west,storage,37.23,1700002651
2652,1749,eu-central,compute,8.8,1700002652
2653,4925,ap-south,ads,234.18,1700002653
2654,2962,ap-south,storage,54.14,1700002654
2655,1733,us-east,storage,68.19,1700002655
2656,1443,us-east,subscription,18.25,1700002656
2657,3319,us-east,marketplace,218.57,1700002657
2658,3699,ap-south,compute,54.31,1700002658
2659,2126,us-west,ads,24.02,1700002659
2660,3511,eu-central,marketplace,41.97,1700002660
2661,2862,ap-south,storage,119.4,1700002661
2662,1317,ap-south,marketplace,228.24,1700002662
2663,4673,ap-south,ads,140.67,1700002663
2664,4892,us-west,ads,180.96,1700002664
2665,4739,ap-northeast,subscription,81.61,1700002665
2666,2593,us-east,subscription,224.23,1700002666
2667,1209,ap-south,marketplace,29.29,1700002667
2668,3330,eu-central,compute,180.85,1700002668
2669,3691,us-west,storage,160.09,1700002669
2670,4739,us-east,ads,55.44,1700002670
2671,1538,ap-south,compute,193.82,1700002671
2672,4923,ap-south,subscription,87.67,1700002672
2673,1566,ap-northeast,ads,93.19,1700002673
2674,2981,us-east,marketplace,224.27,1700002674
2675,4114,us-east,storage,162.58,1700002675
2676,3736,ap-south,storage,88.58,1700002676
2677,4444,ap-south,compute,243.54,1700002677
2678,2752,us-east,subscription,115.25,1700002678
2679,3057,us-west,compute,149.13,1700002679
2680,4447,ap-south,storage,71.97,1700002680
2681,3584,eu-central,compute,234.54,1700002681
2682,813,us-east,ads,23.32,1700002682
2683,135,ap-northeast,storage,26.82,1700002683
2684,4463,us-east,storage,126.34,1700002684
2685,268,eu-central,storage,53.76,1700002685
2686,3725,ap-northeast,storage,29.51,1700002686
2687,3847,us-east,marketplace,241.94,1700002687
2688,3801,ap-south,storage,2.89,1700002688
2689,3070,us-west,compute,71.62,1700002689
2690,2167,eu-central,storage,168.65,1700002690
2691,35,ap-south,ads,4.87,1700002691
2692,1257,eu-central,compute,205.19,1700002692
2693,4915,eu-central,marketplace,43.43,1700002693
2694,4688,ap-south,subscription,139.38,1700002694
2695,3207,us-west,compute,161.46,1700002695
2696,423,ap-northeast,storage,33.09,1700002696
2697,3199,us-west,storage,226.14,1700002697
2698,4238,us-west,storage,58.51,1700002698
2699,1035,ap-northeast,ads,158.23,1700002699
2700,3212,eu-central,compute,40.6,1700002700
2701,2642,us-west,ads,24.22,1700002701
2702,3584,us-east,compute,39.11,1700002702
2703,4454,us-east,compute,96.22,1700002703
2704,1070,ap-south,marketplace,47.45,1700002704
2705,1817,eu-central,subscription,134.32,1700002705
2706,2010,ap-south,marketplace,165.16,1700002706
2707,2253,us-east,subscription,157.23,1700002707
2708,4747,us-east,ads,115.32,1700002708
2709,4882,us-east,ads,36.32,1700002709
2710,2147,us-west,ads,20.27,1700002710
2711,2961,us-west,storage,26.07,1700002711
2712,180,ap-south,ads,122.14,1700002712
2713,626,us-west,storage,94.44,1700002713
2714,2569,ap-south,subscription,45.77,1700002714
2715,84,us-west,compute,158.17,1700002715
2716,258,us-east,marketplace,248.44,1700002716
2717,3965,ap-northeast,compute,137.07,1700002717
2718,1298,ap-northeast,marketplace,231.72,1700002718
2719,1580,ap-northeast,ads,134.45,1700002719
2720,4244,ap-northeast,subscription,54.86,1700002720
2721,2990,us-east,subscription,8.34,1700002721
2722,1136,us-west,ads,182.21,1700002722
2723,1037,eu-central,marketplace,120.91,1700002723
2724,754,eu-central,compute,163.33,1700002724
2725,3827,ap-south,storage,128.65,1700002725
2726,3277,us-west,marketplace,44.07,1700002726
2727,2303,ap-south,ads,146.33,1700002727
2728,4814,eu-central,subscription,198.73,1700002728
2729,3997,ap-south,storage,106.51,1700002729
2730,2226,eu-central,compute,27.78,1700002730
2731,3138,ap-south,subscription,142.22,1700002731
2732,3064,us-east,storage,42.65,1700002732
2733,277,ap-northeast,marketplace,147.13,1700002733
2734,2405,ap-northeast,compute,88.71,1700002734
2735,246,us-east,subscription,202.45,1700002735
2736,3518,us-west,marketplace,62.08,1700002736
2737,1763,eu-central,marketplace,37.11,1700002737
2738,2576,us-east,ads,80.33,1700002738
2739,90,eu-central,subscription,116.88,1700002739
2740,2635,us-west,compute,17.49,1700002740
2741,2324,ap-northeast,subscription,132.29,1700002741
2742,844,ap-northeast,marketplace,179.35,1700002742
2743,613,ap-northeast,storage,170.85,1700002743
2744,3566,eu-central,marketplace,50.34,1700002744
2745,407,ap-south,storage,12.65,1700002745
2746,2249,ap-south,ads,31.9,1700002746
2747,1402,ap-northeast,marketplace,148.2,1700002747
2748,1937,ap-northeast,ads,71.97,1700002748
2749,4717,us-east,storage,71.81,1700002749
2750,3300,us-east,compute,229.59,1700002750
2751,321,eu-central,ads,18.29,1700002751
2752,780,ap-south,marketplace,69.39,1700002752
2753,2833,ap-south,ads,139.56,1700002753
2754,2566,ap-south,compute,12.72,1700002754
2755,2445,ap-south,storage,212.32,1700002755
2756,995,eu-central,compute,26.58,1700002756
2757,1836,us-east,ads,35.54,1700002757
2758,2645,ap-south,subscription,43.38,1700002758
2759,1566,eu-central,compute,247.4,1700002759
2760,431,eu-central,ads,28.59,1700002760
2761,2493,us-east,marketplace,83.0,1700002761
2762,3110,eu-central,subscription,231.29,1700002762
2763,4780,ap-south,ads,32.45,1700002763
2764,1213,ap-northeast,storage,159.59,1700002764
2765,1003,ap-northeast,compute,60.89,1700002765
2766,3916,ap-south,marketplace,81.16,1700002766
2767,3955,us-west,ads,66.69,1700002767
2768,2427,us-east,marketplace,140.07,1700002768
2769,1986,us-west,ads,19.71,1700002769
2770,4052,us-east,subscription,4.27,1700002770
2771,1771,ap-south,storage,47.79,1700002771
2772,857,eu-central,subscription,203.68,1700002772
2773,4323,ap-northeast,marketplace,190.36,1700002773
2774,2555,ap-south,subscription,212.1,1700002774
2775,866,us-west,subscription,229.26,1700002775
2776,3159,ap-south,compute,128.85,1700002776
2777,3279,us-west,ads,70.18,1700002777
2778,1346,eu-central,compute,162.45,1700002778
2779,1207,ap-south,ads,186.51,1700002779
2780,1971,us-east,storage,47.57,1700002780
2781,235,ap-south,compute,113.71,1700002781
2782,2176,us-east,compute,21.93,1700002782
2783,3535,us-west,subscription,99.84,1700002783
2784,3530,ap-northeast,marketplace,14.24,1700002784
2785,2234,eu-central,ads,13.23,1700002785
2786,3134,ap-south,subscription,74.21,1700002786
2787,3299,us-west,compute,69.71,1700002787
2788,4977,ap-south,compute,108.96,1700002788
2789,409,us-west,ads,55.68,1700002789
2790,436,us-east,compute,67.28,1700002790
2791,540,ap-northeast,ads,69.59,1700002791
2792,3315,ap-south,storage,26.22,1700002792
2793,2198,ap-south,subscription,43.59,1700002793
2794,1668,eu-central,marketplace,176.76,1700002794
2795,2360,us-east,ads,47.08,1700002795
2796,3906,eu-central,subscription,43.39,1700002796
2797,569,us-west,subscription,83.71,1700002797
2798,3730,us-west,ads,166.84,1700002798
2799,3506,eu-central,ads,45.2,1700002799
2800,2162,us-east,subscription,170.12,1700002800
2801,80,ap-northeast,marketplace,242.42,1700002801
2802,4778,us-east,storage,218.43,1700002802
2803,3872,us-east,ads,204.91,1700002803
2804,4648,eu-central,subscription,131.79,1700002804
2805,1371,us-west,ads,25.9,1700002805
2806,2750,ap-south,storage,183.97,1700002806
2807,4471,eu-central,storage,64.13,1700002807
2808,3759,us-east,marketplace,75.98,1700002808
2809,2734,ap-northeast,compute,121.6,1700002809
2810,2212,ap-northeast,ads,37.83,1700002810
2811,3362,us-west,subscription,89.94,1700002811
2812,254,us-west,compute,185.51,1700002812
2813,3529,eu-central,subscription,186.35,1700002813
2814,1588,ap-south,ads,241.4,1700002814
2815,4464,ap-south,compute,44.56,1700002815
2816,2858,eu-central,storage,147.7,1700002816
2817,2264,eu-central,subscription,11.23,1700002817
2818,4261,eu-central,compute,31.62,1700002818
2819,3728,ap-northeast,marketplace,72.81,1700002819
2820,69,ap-south,subscription,117.11,1700002820
2821,1231,ap-northeast,marketplace,156.32,1700002821
2822,1333,eu-central,storage,72.78,1700002822
2823,2415,us-east,storage,11.2,1700002823
2824,2319,ap-northeast,ads,14.25,1700002824
2825,2506,us-east,storage,88.71,1700002825
2826,6,us-east,marketplace,35.29,1700002826
2827,2321,ap-northeast,compute,39.6,1700002827
2828,705,eu-central,subscription,248.98,1700002828
2829,1612,ap-south,compute,229.65,1700002829
2830,2383,us-west,ads,118.82,1700002830
2831,2906,us-west,storage,106.22,1700002831
2832,804,eu-central,marketplace,149.66,1700002832
2833,1420,ap-northeast,storage,170.05,1700002833
2834,2642,ap-northeast,subscription,171.15,1700002834
2835,1635,eu-central,subscription,104.66,1700002835
2836,1635,eu-central,marketplace,22.31,1700002836
2837,4643,ap-south,compute,46.66,1700002837
2838,3580,us-east,subscription,132.12,1700002838
2839,2567,ap-northeast,marketplace,117.63,1700002839
2840,3504,ap-south,storage,240.4,1700002840
2841,3779,us-east,compute,7.58,1700002841
2842,3449,us-east,subscription,154.19,1700002842
2843,2478,us-west,compute,128.54,1700002843
2844,1043,ap-northeast,compute,225.08,1700002844
2845,2404,us-east,storage,32.36,1700002845
2846,49,ap-south,compute,115.59,1700002846
2847,446,us-east,ads,68.27,1700002847
2848,877,eu-central,compute,25.25,1700002848
2849,2381,ap-northeast,storage,172.96,1700002849
2850,499,us-east,compute,168.93,1700002850
2851,435,us-west,compute,36.89,1700002851
2852,4058,us-west,subscription,223.87,1700002852
2853,1268,eu-central,marketplace,180.07,1700002853
2854,53,ap-south,compute,172.26,1700002854
2855,940,us-east,ads,39.1,1700002855
2856,992,ap-northeast,ads,62.55,1700002856
2857,849,ap-south,ads,208.35,1700002857
2858,3636,ap-south,ads,231.59,1700002858
2859,2457,ap-south,storage,245.69,1700002859
2860,1925,ap-northeast,marketplace,205.6,1700002860
2861,3598,ap-northeast,ads,108.66,1700002861
2862,178,us-west,subscription,204.82,1700002862
2863,1972,us-west,compute,185.67,1700002863
2864,4479,us-west,storage,120.64,1700002864
2865,2372,us-east,compute,123.75,1700002865
2866,2255,ap-south,storage,174.72,1700002866
2867,880,ap-south,storage,203.56,1700002867
2868,1214,us-east,marketplace,114.81,1700002868
2869,4623,ap-south,ads,145.55,1700002869
2870,280,ap-northeast,storage,11.62,1700002870
2871,2906,us-west,storage,220.72,1700002871
2872,3755,eu-central,ads,245.46,1700002872
2873,2931,ap-northeast,compute,53.48,1700002873
2874,4302,ap-south,compute,16.63,1700002874
2875,1241,eu-central,compute,85.48,1700002875
2876,1148,eu-central,marketplace,230.95,1700002876
2877,559,ap-south,storage,240.68,1700002877
2878,4964,us-west,compute,177.42,1700002878
2879,4154,ap-northeast,marketplace,33.23,1700002879
2880,2655,ap-northeast,compute,87.68,1700002880
2881,3308,us-east,ads,8.35,1700002881
2882,1304,us-west,ads,166.65,1700002882
2883,4092,ap-south,marketplace,190.22,1700002883
2884,1939,us-east,subscription,182.31,1700002884
2885,3147,ap-south,ads,16.42,1700002885
2886,2052,us-east,ads,211.85,1700002886
2887,598,ap-south,marketplace,152.03,1700002887
2888,242,us-west,marketplace,27.81,1700002888
2889,3683,ap-south,subscription,247.23,1700002889
2890,4701,ap-northeast,subscription,49.73,1700002890
2891,4024,ap-south,marketplace,57.15,1700002891
2892,1328,ap-south,compute,202.36,1700002892
2893,1576,us-east,compute,7.04,1700002893
2894,789,us-west,ads,202.69,1700002894
2895,43,eu-central,storage,142.51,1700002895
2896,590,eu-central,subscription,170.91,1700002896
2897,4327,ap-south,subscription,208.27,1700002897
